table_name,column_name,ordinal_position,data_type,numeric_precision,numeric_scale,character_maximum_length,is_nullable,is_pk,is_fk,fk_table_name,fk_column_name,description
tbl_sites,altitude,2,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,The altitude of the site in meters above sea level.
tbl_sites,latitude_dd,3,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,The latitude of the site in decimal degrees.
tbl_sites,longitude_dd,4,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,The longitude of the site in decimal degrees.
tbl_sites,national_site_identifier,5,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,A unique identifier assigned to the site by the national authority.
tbl_sites,site_description,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,A detailed description of the site's characteristics and significance.
tbl_sites,site_name,7,character varying,NULL,NULL,60,YES,NO,NO,NULL,NULL,The official or commonly used name of the site.
tbl_sites,site_preservation_status_id,8,integer,32,0,NULL,YES,NO,YES,tbl_site_preservation_status,site_preservation_status_id,"Specifies the preservation status of the site, indicating its current condition."
tbl_sites,site_location_accuracy,9,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Describes the accuracy of the site's location resolution, such as 'Nearest settlement', 'Lake', 'Bog', 'Ancient monument', or 'Approximate'."
tbl_sites,date_updated,10,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_sites,site_uuid,11,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_species_association_types,association_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_species_association_types,association_type_name,2,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,Short name or label for the association type.
tbl_species_association_types,association_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Detailed description of the association type.
tbl_species_association_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_species_associations,species_association_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_species_associations,associated_taxon_id,2,integer,32,0,NULL,NO,NO,NO,NULL,NULL,Identifier for the taxon related to the primary taxon (defined by taxon_id).
tbl_species_associations,biblio_id,3,integer,32,0,NULL,YES,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the species association.
tbl_species_associations,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_species_associations,taxon_id,5,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_species_associations,taxon_id,5,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_species_associations,association_type_id,6,integer,32,0,NULL,YES,NO,YES,tbl_species_association_types,association_type_id,"Identifier for the type of relationship between the primary taxon and the associated taxon, noting the importance of association directionality (e.g., 'x preys on y')."
tbl_species_associations,referencing_type,7,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Type or method of reference used for the species association documentation.
tbl_species_associations,species_association_uuid,8,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_taxa_common_names,taxon_common_name_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_common_names,common_name,2,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,The common or vernacular name of the organism.
tbl_taxa_common_names,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_common_names,language_id,4,integer,32,0,NULL,YES,NO,YES,tbl_languages,language_id,Specifies the language in which the common name is recorded.
tbl_taxa_common_names,taxon_id,5,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxa_measured_attributes,measured_attribute_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_measured_attributes,attribute_measure,2,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,"The specific measurement value of the attribute (e.g., 10.5 cm)."
tbl_taxa_measured_attributes,attribute_type,3,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,"The type of measurement being recorded (e.g., length, width)."
tbl_taxa_measured_attributes,attribute_units,4,character varying,NULL,NULL,10,YES,NO,NO,NULL,NULL,"Units in which the measurement is recorded (e.g., cm, mm)."
tbl_taxa_measured_attributes,data,5,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,"Additional data related to the measurement, if applicable."
tbl_taxa_measured_attributes,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_measured_attributes,taxon_id,7,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxa_reference_specimens,taxa_reference_specimen_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_reference_specimens,taxon_id,2,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxa_reference_specimens,contact_id,3,integer,32,0,NULL,NO,NO,YES,tbl_contacts,contact_id,Identifies the contact person or organization responsible for the taxon reference specimen.
tbl_taxa_reference_specimens,notes,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional information or remarks about the reference specimen.
tbl_taxa_reference_specimens,date_updated,5,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_seasonality,seasonality_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_seasonality,activity_type_id,2,integer,32,0,NULL,NO,NO,YES,tbl_activity_types,activity_type_id,Specifies the type of activity or developmental stage.
tbl_taxa_seasonality,season_id,3,integer,32,0,NULL,YES,NO,YES,tbl_seasons,season_id,Specifies the specific season or time of year.
tbl_taxa_seasonality,taxon_id,4,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxa_seasonality,location_id,5,integer,32,0,NULL,NO,NO,YES,tbl_locations,location_id,Specifies the geographical location relevant to the seasonality data.
tbl_taxa_seasonality,date_updated,6,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_synonyms,synonym_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_synonyms,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions then  taxon synonym.
tbl_taxa_synonyms,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_synonyms,family_id,4,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_families,family_id,Specifies the taxonomic family related to the taxon synonym.
tbl_taxa_synonyms,genus_id,5,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_genera,genus_id,Specifies the genus related to the taxon synonym.
tbl_taxa_synonyms,notes,6,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional information relevant to the history or usage of the synonym.
tbl_taxa_synonyms,taxon_id,7,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxa_synonyms,author_id,8,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_authors,author_id,Specifies the author related to the taxon synonym.
tbl_taxa_synonyms,synonym,9,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,The synonym at the specified taxonomic level. A separate record is used for different taxonomic levels when names differ from the master list.
tbl_taxa_synonyms,reference_type,10,character varying,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Type of reference related to the synonym, such as usage, definition, or incorrect usage."
tbl_taxa_synonyms,synonym_uuid,11,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_taxa_tree_authors,author_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_tree_authors,author_name,2,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,The name of the authority related to the species or synonym.
tbl_taxa_tree_authors,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_tree_families,family_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_tree_families,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_tree_families,family_name,3,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,Name of the taxonomic family.
tbl_taxa_tree_families,order_id,4,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_orders,order_id,Specifies the taxonomic order this family belongs to.
tbl_taxa_tree_genera,genus_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_tree_genera,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_tree_genera,family_id,3,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_families,family_id,Specifies the taxonomic family.
tbl_taxa_tree_genera,genus_name,4,character varying,NULL,NULL,100,YES,NO,NO,NULL,NULL,Name of the genus.
tbl_taxa_tree_master,taxon_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_tree_master,author_id,2,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_authors,author_id,Specifies the author of the taxonomic classification.
tbl_taxa_tree_master,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_tree_master,genus_id,4,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_genera,genus_id,Specifies the genus related to this taxon.
tbl_taxa_tree_master,species,5,character varying,NULL,NULL,255,YES,NO,NO,NULL,NULL,"Name of the species or designation for unspecified species (e.g., 'sp.', 'spp.')."
tbl_taxa_tree_orders,order_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxa_tree_orders,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxa_tree_orders,order_name,3,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,The name of the taxonomic order.
tbl_taxa_tree_orders,record_type_id,4,integer,32,0,NULL,YES,NO,YES,tbl_record_types,record_type_id,"Specifies the record type, indicating the type of taxonomic record."
tbl_taxa_tree_orders,sort_order,5,integer,32,0,NULL,YES,NO,NO,NULL,NULL,Specifies the display order of taxonomic orders.
tbl_taxonomic_order,taxonomic_order_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxonomic_order,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxonomic_order,taxon_id,3,integer,32,0,NULL,YES,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxonomic_order,taxonomic_code,4,numeric,18,10,NULL,YES,NO,NO,NULL,NULL,Unique code representing the taxonomic classification.
tbl_taxonomic_order,taxonomic_order_system_id,5,integer,32,0,NULL,YES,NO,YES,tbl_taxonomic_order_systems,taxonomic_order_system_id,Specifies the taxonomic ordering system.
tbl_taxonomic_order_biblio,taxonomic_order_biblio_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxonomic_order_biblio,biblio_id,2,integer,32,0,NULL,YES,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the taxon synonym.
tbl_taxonomic_order_biblio,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxonomic_order_biblio,taxonomic_order_system_id,4,integer,32,0,NULL,YES,NO,YES,tbl_taxonomic_order_systems,taxonomic_order_system_id,Specifies the the taxonomic order system.
tbl_taxonomic_order_systems,taxonomic_order_system_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxonomic_order_systems,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxonomic_order_systems,system_description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Gives a detailed description of the taxonomic order system.
tbl_taxonomic_order_systems,system_name,4,character varying,NULL,NULL,50,YES,NO,NO,NULL,NULL,The name of the taxonomic order system.
tbl_taxonomic_order_systems,taxonomic_order_system_uuid,5,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_taxonomy_notes,taxonomy_notes_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_taxonomy_notes,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the taxonomy note.
tbl_taxonomy_notes,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_taxonomy_notes,taxon_id,4,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_taxonomy_notes,taxonomy_notes,5,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Detailed notes about the taxon, including identification tips and relevant references."
tbl_taxonomy_notes,taxonomy_notes_uuid,6,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_temperatures,record_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_temperatures,years_bp,2,integer,32,0,NULL,NO,NO,NO,NULL,NULL,"The age of the sample in years before present, providing a temporal context for the data."
tbl_temperatures,d180_gisp2,3,numeric,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Isotopic oxygen-18 data from the Greenland Ice Sheet Project 2, used for paleotemperature reconstructions."
tbl_tephra_dates,tephra_date_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_tephra_dates,analysis_entity_id,2,bigint,64,0,NULL,NO,NO,YES,tbl_analysis_entities,analysis_entity_id,Identifies the specific analysis entity associated with this record.
tbl_tephra_dates,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_tephra_dates,notes,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Optional field for additional information or comments related to the tephra date.
tbl_tephra_dates,tephra_id,5,integer,32,0,NULL,NO,NO,YES,tbl_tephras,tephra_id,Specifies the the specific tephra layer related to the date.
tbl_tephra_dates,dating_uncertainty_id,6,integer,32,0,NULL,YES,NO,YES,tbl_dating_uncertainty,dating_uncertainty_id,Specifies the uncertainty category related to the dating method used.
tbl_tephra_refs,tephra_ref_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_tephra_refs,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the tephra layer.
tbl_tephra_refs,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_tephra_refs,tephra_id,4,integer,32,0,NULL,NO,NO,YES,tbl_tephras,tephra_id,Specifies the specific tephra layer.
tbl_tephras,tephra_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_tephras,c14_age,2,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Radiocarbon age of the tephra layer.
tbl_tephras,c14_age_older,3,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Upper limit of the radiocarbon age range.
tbl_tephras,c14_age_younger,4,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Lower limit of the radiocarbon age range.
tbl_tephras,cal_age,5,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Calibrated age of the tephra layer.
tbl_tephras,cal_age_older,6,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Upper boundary of the calibrated age range.
tbl_tephras,cal_age_younger,7,numeric,20,5,NULL,YES,NO,NO,NULL,NULL,Lower boundary of the calibrated age range.
tbl_tephras,date_updated,8,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_tephras,notes,9,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Additional information or remarks about the tephra layer.
tbl_tephras,tephra_name,10,character varying,NULL,NULL,80,YES,NO,NO,NULL,NULL,"Name of the tephra layer, such as a specific volcanic event."
tbl_tephras,tephra_uuid,11,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_text_biology,biology_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_text_biology,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication detailing the biological information.
tbl_text_biology,biology_text,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,"Descriptive text providing ecological, habitat, or behavioral details."
tbl_text_biology,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_text_biology,taxon_id,5,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_text_biology,biology_uuid,6,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_text_distribution,distribution_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_text_distribution,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions the distribution.
tbl_text_distribution,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_text_distribution,distribution_text,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Textual description of the taxon's distribution.
tbl_text_distribution,taxon_id,5,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_text_distribution,distribution_uuid,6,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_text_identification_keys,key_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_text_identification_keys,biblio_id,2,integer,32,0,NULL,NO,NO,YES,tbl_biblio,biblio_id,Specifies the publication that describes or mentions  the identification key.
tbl_text_identification_keys,date_updated,3,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_text_identification_keys,key_text,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Text description of the identification key.
tbl_text_identification_keys,taxon_id,5,integer,32,0,NULL,NO,NO,YES,tbl_taxa_tree_master,taxon_id,Specifies the taxonomic unit related to this record.
tbl_text_identification_keys,key_uuid,6,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_units,unit_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,Primary key (automatically incremented).
tbl_units,date_updated,2,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_units,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,Gives a detailed explanation or description of the measurement unit.
tbl_units,unit_abbrev,4,character varying,NULL,NULL,15,YES,NO,NO,NULL,NULL,"The abbreviation of the measurement unit (e.g., 'mm' for millimeters)."
tbl_units,unit_name,5,character varying,NULL,NULL,50,NO,NO,NO,NULL,NULL,"The full name of the measurement unit (e.g., 'millimeters')."
tbl_updates_log,updates_log_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_updates_log,table_name,2,character varying,NULL,NULL,150,NO,NO,NO,NULL,NULL,NULL
tbl_updates_log,last_updated,3,date,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_classes,value_class_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_value_classes,value_type_id,2,integer,32,0,NULL,NO,NO,YES,tbl_value_types,value_type_id,NULL
tbl_value_classes,method_id,3,integer,32,0,NULL,NO,NO,YES,tbl_methods,method_id,NULL
tbl_value_classes,parent_id,4,integer,32,0,NULL,YES,NO,YES,tbl_value_classes,value_class_id,NULL
tbl_value_classes,name,5,character varying,NULL,NULL,80,NO,NO,NO,NULL,NULL,NULL
tbl_value_classes,description,6,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_classes,value_class_uuid,7,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_qualifier_symbols,qualifier_symbol_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_value_qualifier_symbols,symbol,2,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_qualifier_symbols,cardinal_qualifier_id,3,integer,32,0,NULL,NO,NO,YES,tbl_value_qualifiers,qualifier_id,NULL
tbl_value_qualifier_symbols,qualifier_uuid,4,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_qualifiers,qualifier_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_value_qualifiers,symbol,2,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_qualifiers,description,3,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_qualifiers,qualifier_uuid,4,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_type_items,value_type_item_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_value_type_items,value_type_id,2,integer,32,0,NULL,NO,NO,YES,tbl_value_types,value_type_id,NULL
tbl_value_type_items,name,3,character varying,NULL,NULL,80,YES,NO,NO,NULL,NULL,NULL
tbl_value_type_items,description,4,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_value_types,value_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_value_types,unit_id,2,integer,32,0,NULL,YES,NO,YES,tbl_units,unit_id,NULL
tbl_value_types,data_type_id,3,integer,32,0,NULL,YES,NO,YES,tbl_data_types,data_type_id,NULL
tbl_value_types,name,4,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_types,base_type,5,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_types,precision,6,integer,32,0,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_value_types,description,7,text,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_value_types,value_type_uuid,8,uuid,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_years_types,years_type_id,1,integer,32,0,NULL,NO,YES,NO,NULL,NULL,NULL
tbl_years_types,name,2,character varying,NULL,NULL,NULL,NO,NO,NO,NULL,NULL,NULL
tbl_years_types,description,3,text,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
tbl_years_types,date_updated,4,timestamp with time zone,NULL,NULL,NULL,YES,NO,NO,NULL,NULL,NULL
