identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Runnymede 1|COUN000279|S12,,,1,,5449,3949
Runnymede 1|COUN000279|S13,,,1,,5449,3949
Runnymede 1|COUN000279|S14,,,1,,5449,3949
Runnymede 1|COUN000279|S2,,,1,,5449,3949
Runnymede 1|COUN000279|S3,,,1,,5449,3949
Runnymede 1|COUN000279|S4,,,1,,5449,3949
Runnymede 1|COUN000279|S5,,,1,,5449,3949
Runnymede 1|COUN000279|S6,,,1,,5449,3949
Runnymede 1|COUN000279|S7,,,1,,5449,3949
Runnymede 1|COUN000279|S8,,,1,,5449,3949
Runnymede 1|COUN000279|S9,,,1,,5449,3949
Runnymede 2|COUN000280|S1,,,,1,6449,3649
Runnymede 2|COUN000280|S2,,,,1,6449,3649
Runnymede 2|COUN000280|S3,,,,1,6449,3649
Runnymede 2|COUN000280|S4,,,,1,6449,3649
Rønbro|COUN001296|beneath_peat,,,,1,10000,0
Sakkola|COUN000699|BugsPresence,,,,1,10000,0
Saksunardalur|COUN000287|P1,,,,1,10000,7000
Saksunardalur|COUN000287|P2,,,,1,10000,7000
Saksunardalur|COUN000287|S1,,,,1,10000,7000
Saksunardalur|COUN000287|S2,,,,1,10000,7000
Saksunardalur|COUN000287|S3,,,,1,10000,7000
Saksunardalur|COUN000287|S4,,,,1,10000,7000
Saksunardalur|COUN000287|S5,,,,1,10000,7000
Samnan|COUN000288|S1,,,,1,400,0
Samnan|COUN000288|S2,,,,1,400,0
Samnan|COUN000288|S3,,,,1,400,0
Samnan|COUN000288|S4,,,,1,400,0
Sandhavn|COUN001150|S1,,,,1,400,0
Sandhavn|COUN001150|S2,,,,1,400,0
Sandhavn|COUN001150|S3,,,,1,400,0
Sandhavn|COUN001150|S4,,,,1,400,0
Sandhavn|COUN001150|S5,,,,1,400,0
Sandy|COUN000289|S1,1,,,,39399,32219
Sandåkra|COUN001279|S1,,,,1,2000,0
Sandåkra|COUN001279|S2,,,,1,2000,0
Sandåkra|COUN001279|S3,,,,1,2000,0
Sandåkra|COUN001279|S4,,,,1,2000,0
Sandåkra|COUN001279|S5,,,,1,2000,0
Sandåkra|COUN001279|S6,,,,1,2000,0
Sandåkra|COUN001279|S7,,,,1,2000,0
Sandåkra|COUN001279|S8,,,,1,2000,0
Sanquhar|COUN000290|A,,,,1,13500,10000
Sanquhar|COUN000290|B,,,,1,13500,10000
Sarkasvaara|COUN000532|S,,,,1,122000,45000
"Saughton, Edinburgh|COUN000292|S1",,,,1,13500,10000
Scrooby|COUN000293|S1,,,,1,478000,424000
Seamer Carr|COUN000933|Context_147,,,,1,11500,5000
Seamer Carr|COUN001617|J,,,,1,10000,0
Seamer Carr|COUN001617|K,,,,1,10000,0
Seamer Carr|COUN001617|L,,,,1,10000,0
Seamer Carr|COUN001617|M,,,,1,10000,0
Seamer Carr|COUN001617|N,,,,1,10000,0
Seisdon|COUN000294|S1,,,,1,428000,302000
Sellafield|COUN001070|C2_18-30,1,,,,6754,6519
Sellafield|COUN001070|C2_50-60,1,,,,7648,7454
Sellafield|COUN001070|C2_60-70,1,,,,7936,7751
Sellafield|COUN001070|C2_90-100,1,,,,11128,10997
Sellafield|COUN001070|C3_40-50,1,,,,9956,9823
Sellafield|COUN001070|C3_70-80,1,,,,10659,10530
Sellafield|COUN001070|C3_80-90,1,,,,10892,10764
Sellafield|COUN001070|C3_90-100,1,,,,9630,9494
Sellafield|COUN001070|C4_10-20,1,,,,11598,11464
Sellafield|COUN001070|C4_30-40,1,,,,12072,11926
Sellafield|COUN001070|C4_70-80,1,,,,13023,12851
Sellafield|COUN001070|C4_80-90,1,,,,13262,13080
Sellafield|COUN001070|C4_90-100,1,,,,13501,13311
Sellafield|COUN001070|C5_30-40,1,,,,13822,13653
Sellafield|COUN001070|C5_60-70,1,,,,14061,13902
Sellafield|COUN001070|C5_90-100,1,,,,14313,14145
Sellafield|COUN001070|C6_40-50,1,,,,14752,14548
Sellafield|COUN001070|C7_20-30,1,,,,15363,15072
Sellafield|COUN001070|C7_40-50,1,,,,15628,15299
Sellafield|COUN001070|C7_70-80,1,,,,15892,15516
Sellafield|COUN001070|C7_90-100,1,,,,16071,15664
Selsey Bill|COUN000295|S1,,,,1,132000,122000
Shardlow|COUN001577|1039/1,,,,1,10000,0
Shardlow|COUN001577|1039/2,,,,1,10000,0
Shardlow|COUN001577|C1500,,,,1,10000,0
Shardlow|COUN001577|Channel_A/4,,,,1,10000,0
Shardlow|COUN001577|Channel_A/6,,,,1,10000,0
Shardlow|COUN001577|Not_located,,,,1,10000,0
Shardlow|COUN001577|sep-02,,,,1,10000,0
Sharow Mires|COUN001414|100,1,,,,710,672
Sharow Mires|COUN001414|122,1,,,,802,763
Sharow Mires|COUN001414|144,1,,,,908,866
Sharow Mires|COUN001414|172,1,,,,1029,980
Sharow Mires|COUN001414|250,1,,,,1363,1294
Sharow Mires|COUN001414|275,1,,,,1471,1395
Sharow Mires|COUN001414|300,1,,,,1581,1497
Sharow Mires|COUN001414|325,1,,,,1689,1599
Sharow Mires|COUN001414|60,1,,,,539,502
Sharow Mires|COUN001414|660,1,,,,3178,2988
Sharow Mires|COUN001414|700,1,,,,3331,3130
Sharow Mires|COUN001414|730,1,,,,3504,3293
Sharow Mires|COUN001414|800,1,,,,3806,3577
Sharow Mires|COUN001414|850,1,,,,4023,3780
Sharow Mires|COUN001414|905,1,,,,4166,3913
Sharow Mires|COUN001414|910,1,,,,4188,3934
Sharow Mires|COUN001414|915,1,,,,4209,3954
Sharow Mires|COUN001414|925,1,,,,4253,3994
Sharow Mires|COUN001414|935,1,,,,4296,4035
Sharow Mires|COUN001414|945,1,,,,4340,4076
Sharow Mires|COUN001414|950,,,,1,5000,0
Shiptonthorpe: Skelfrey Beck|COUN001432|SB2,,,,1,10000,0
Shiptonthorpe: Skelfrey Beck|COUN001432|SB3,,,,1,10000,0
Shiptonthorpe: Skelfrey Beck|COUN001432|SB4,,,,1,10000,0
Shirley Pool|COUN000725|BugsPresence,,,,1,5000,0
Shortalstown|COUN000297|S1,,,,1,13500,10000
Shortalstown|COUN000297|S2,1,,,,14826,13588
Shropham|COUN000298|S1,,,,1,132000,122000
Sidestrand Site 1|COUN001440|Si1,,,,1,478000,243000
Sidestrand Site 1|COUN001440|Si2,,,,1,478000,243000
Sidestrand Site 2|COUN001439|S1,,,,1,478000,243000
Sidestrand Site 2|COUN001439|S2,,,,1,478000,243000
Sidestrand Site 2|COUN001439|S3,,,,1,478000,243000
Sidestrand Site 2|COUN001439|S4,,,,1,478000,243000
Sisimiut|COUN001269|BugsPresence,,,,1,10000,0
Sivakkojärvi|COUN000531|S,,,,1,122000,45000
Sizewell|COUN001599|BugsPresence,1,,,,3135,2880
Sjørup|COUN001294|Scheuchzeria_peat,,,,1,10000,0
Sjørup|COUN001294|Sphagnum_peat,,,,1,10000,0
Skálafellsjökull|COUN000911|S1,1,,,,1494,1082
Skálafellsjökull|COUN000911|S10,1,,,,2865,2558
Skálafellsjökull|COUN000911|S11,1,,,,3020,2719
Skálafellsjökull|COUN000911|S12,1,,,,3174,2881
Skálafellsjökull|COUN000911|S13,1,,,,3328,3042
Skálafellsjökull|COUN000911|S14,1,,,,3636,3367
Skálafellsjökull|COUN000911|S15,1,,,,3795,3527
Skálafellsjökull|COUN000911|S16,1,,,,3950,3689
Skálafellsjökull|COUN000911|S17,1,,,,4109,3848
Skálafellsjökull|COUN000911|S18,1,,,,4271,4007
Skálafellsjökull|COUN000911|S19,1,,,,4433,4165
Skálafellsjökull|COUN000911|S2,1,,,,1648,1247
Skálafellsjökull|COUN000911|S20,1,,,,4590,4323
Skálafellsjökull|COUN000911|S21,1,,,,4753,4477
Skálafellsjökull|COUN000911|S22,1,,,,4912,4634
Skálafellsjökull|COUN000911|S23,1,,,,5076,4789
Skálafellsjökull|COUN000911|S24,1,,,,5235,4944
Skálafellsjökull|COUN000911|S25,1,,,,5397,5097
Skálafellsjökull|COUN000911|S26,1,,,,5557,5251
Skálafellsjökull|COUN000911|S27,1,,,,5723,5404
Skálafellsjökull|COUN000911|S28,1,,,,5886,5559
Skálafellsjökull|COUN000911|S29,1,,,,6052,5712
Skálafellsjökull|COUN000911|S3,1,,,,1798,1411
Skálafellsjökull|COUN000911|S30,1,,,,6218,5866
Skálafellsjökull|COUN000911|S31,1,,,,6384,6017
Skálafellsjökull|COUN000911|S32,1,,,,6548,6170
Skálafellsjökull|COUN000911|S33,1,,,,6713,6322
Skálafellsjökull|COUN000911|S4,1,,,,1950,1578
Skálafellsjökull|COUN000911|S5,1,,,,2101,1739
Skálafellsjökull|COUN000911|S6,1,,,,2252,1903
Skálafellsjökull|COUN000911|S7,1,,,,2403,2066
Skálafellsjökull|COUN000911|S8,1,,,,2554,2230
Skálafellsjökull|COUN000911|S9,1,,,,2710,2394
Skalafjordur|COUN000439|147_5-150cm,1,,,,10000,8420
Skalafjordur|COUN000439|92_5-95cm,1,,,,10000,8420
Skateholm|COUN001284|Phragmites_peat,,,,1,10000,0
Skattmansö|COUN000998|BugsPresence,,,,1,10000,0
Skipsea|COUN000304|S1,,,,1,13500,10000
Skjaervika|COUN001681|C30C1,,,,1,10000,0
Skjaervika|COUN001681|C30C3,,,,1,10000,0
Skjaervika|COUN001681|C30C4,,,,1,10000,0
Skjaervika|COUN001681|S30C2,,,,1,10000,0
Skjaervika|COUN001681|S30C5,,,,1,10000,0
Skjaervika|COUN001681|S30C6,,,,1,10000,0
Skjaervika|COUN001681|S30C7,,,,1,10000,0
Skjaervika|COUN001681|S30C8,,,,1,10000,0
Skurup|COUN001023|Kyrkomosse_Oxycoccus_layer,,,,,,
Skurup|COUN001023|Kyrkomosse_peat,,,,,,
Skurup|COUN001023|Torg,,,,1,10000,0
Slotseng|COUN001444|S1,,,,1,13500,10000
Slotseng|COUN001444|S10,,,,1,13500,10000
Slotseng|COUN001444|S11,,,,1,13500,10000
Slotseng|COUN001444|S12,,,,1,13500,10000
Slotseng|COUN001444|S2,,,,1,13500,10000
Slotseng|COUN001444|S3,,,,1,13500,10000
Slotseng|COUN001444|S4,,,,1,13500,10000
Slotseng|COUN001444|S5,,,,1,13500,10000
Slotseng|COUN001444|S6,,,,1,13500,10000
Slotseng|COUN001444|S7,,,,1,13500,10000
Slotseng|COUN001444|S8,,,,1,13500,10000
Slotseng|COUN001444|S9,,,,1,13500,10000
Sluggan Bog|COUN000488|BugsPresence,,,,1,10000,7000
Snårberget|COUN000540|S1,,,,1,122000,45000
Sondre Tunåsen|COUN000965|BugsPresence,,,,1,2599,1900
Sondre Tunåsen|COUN000965|F1,,,,1,2599,1900
Sote Mosse|COUN001282|S1,,,,1,10000,0
Sote Mosse|COUN001282|S2,,,,1,10000,0
Sote Mosse|COUN001282|S3,,,,1,10000,0
Sote Mosse|COUN001282|S4,,,,1,10000,0
South Kensington: Ismaili Centre|COUN000308|C2,1,,,,46428,39336
South Kensington: Ismaili Centre|COUN000308|E2,,,,1,50000,25000
South Kensington: Ismaili Centre|COUN000308|S2,,,,1,50000,25000
South Kensington: Ismaili Centre|COUN000308|S3,,,,1,50000,25000
South Kensington: Ismaili Centre|COUN000308|S4,,,,1,50000,25000
South Kensington: Ismaili Centre|COUN000308|S5,,,,1,50000,25000
South Lochboisdale|COUN000688|P,,,,1,5000,0
South Lochboisdale|COUN000688|S1,,,,1,5000,0
South Lochboisdale|COUN000688|S2,,,,1,5000,0
South Lochboisdale|COUN000688|S3,,,,1,5000,0
South Lochboisdale|COUN000688|S4,,,,1,5000,0
South Lochboisdale|COUN000688|S5,,,,1,5000,0
South Lochboisdale|COUN000688|S6,,,,1,5000,0
Southrey|COUN001456|BugsPresence,,,,1,243000,191000
Spjalko|COUN000311|S1,,,,1,7000,2500
Spongilla So|COUN000471|S1,1,,,,10785,10127
Spongilla So|COUN000471|S2,1,,,,10171,9508
Spongilla So|COUN000471|S3,1,,,,8911,8219
Spongilla So|COUN000471|S4,1,,,,7361,6858
Spongilla So|COUN000471|S5,1,,,,6199,5782
Spongilla So|COUN000471|S6,1,,,,5106,4676
Spongilla So|COUN000471|S7,1,,,,4062,3526
Spongilla So|COUN000471|S8,1,,,,2318,1877
Sproughton|COUN000447|S1,1,,,,14275,13216
Sproughton|COUN000447|S2,,,,1,13500,10000
Sproughton|COUN000447|S3,1,,,,15115,12692
St Albans|COUN001399|S1,,,,1,57000,29000
St Leonards Farm|COUN001380|S1,,,,1,,
St Leonards Farm|COUN001380|S2,,,,1,,
St Leonards Farm|COUN001380|S3,,,,1,,
St Momelin|COUN000832|Sto1,,,,1,13500,10000
St Momelin|COUN000832|Sto10,1,,,,7805,7632
St Momelin|COUN000832|Sto11,1,,,,7643,7474
St Momelin|COUN000832|Sto12,1,,,,7525,7355
St Momelin|COUN000832|Sto13,1,,,,7449,7275
St Momelin|COUN000832|Sto14,1,,,,7257,7073
St Momelin|COUN000832|Sto15,1,,,,6956,6747
St Momelin|COUN000832|Sto16,1,,,,6733,6500
St Momelin|COUN000832|Sto17,1,,,,6557,6361
St Momelin|COUN000832|Sto18,1,,,,6388,6207
St Momelin|COUN000832|Sto19,1,,,,6273,6096
St Momelin|COUN000832|Sto2,1,,,,12737,11492
St Momelin|COUN000832|Sto20,1,,,,6195,6011
St Momelin|COUN000832|Sto21,1,,,,6121,5925
St Momelin|COUN000832|Sto22,1,,,,6045,5836
St Momelin|COUN000832|Sto23,1,,,,5975,5751
St Momelin|COUN000832|Sto24,1,,,,5905,5657
St Momelin|COUN000832|Sto25,1,,,,4860,4613
St Momelin|COUN000832|Sto26,1,,,,3962,3379
St Momelin|COUN000832|Sto27,1,,,,3275,2407
St Momelin|COUN000832|Sto3,1,,,,11052,10527
St Momelin|COUN000832|Sto4,1,,,,9804,9490
St Momelin|COUN000832|Sto5,1,,,,8633,8418
St Momelin|COUN000832|Sto6,1,,,,8550,8345
St Momelin|COUN000832|Sto7,1,,,,8412,8216
St Momelin|COUN000832|Sto8,1,,,,8162,7984
St Momelin|COUN000832|Sto9,1,,,,7965,7788
St. Aubin's Bay|COUN000283|Lo,,,,,,
St. Aubin's Bay|COUN000283|Up,,,,1,122000,45000
St. Bees|COUN000696|S1,,,,1,13500,10000
St. Bees|COUN000697|Clay,,,,1,13500,10000
St. Bees|COUN000697|s-10,,,,1,13500,10000
St. Bees|COUN000697|s-15,,,,1,13500,10000
St. Bees|COUN000697|s-20,,,,1,13500,10000
St. Bees|COUN000697|s-25,,,,1,13500,10000
St. Bees|COUN000697|s-30,,,,1,13500,10000
St. Bees|COUN000697|s-40,,,,1,13500,10000
St. Bees|COUN000697|s-5,,,,1,13500,10000
St. Bees|COUN000697|s0,1,,,,15325,14134
St. Bees|COUN000697|s10,,,,1,13500,10000
St. Bees|COUN000697|s100,,,,1,13500,10000
St. Bees|COUN000697|s105,,,,1,13500,10000
St. Bees|COUN000697|s110,,,,1,13500,10000
St. Bees|COUN000697|s115,,,,1,13500,10000
St. Bees|COUN000697|s120,,,,1,13500,10000
St. Bees|COUN000697|s125,,,,1,13500,10000
St. Bees|COUN000697|s130,,,,1,13500,10000
St. Bees|COUN000697|s15,,,,1,13500,10000
St. Bees|COUN000697|s20,,,,1,13500,10000
St. Bees|COUN000697|s25,,,,1,13500,10000
St. Bees|COUN000697|s30,,,,1,13500,10000
St. Bees|COUN000697|s35,1,,,,13555,13118
St. Bees|COUN000697|s40,1,,,,13544,12741
St. Bees|COUN000697|s45,,,,1,13500,10000
St. Bees|COUN000697|s5,,,,1,13500,10000
St. Bees|COUN000697|s50,,,,1,13500,10000
St. Bees|COUN000697|s55,,,,1,13500,10000
St. Bees|COUN000697|s60,,,,1,13500,10000
St. Bees|COUN000697|s65,,,,1,13500,10000
St. Bees|COUN000697|s70,,,,1,13500,10000
St. Bees|COUN000697|s75,,,,1,13500,10000
St. Bees|COUN000697|s80,,,,1,13500,10000
St. Bees|COUN000697|s85,,,,1,13500,10000
St. Bees|COUN000697|s90,,,,1,13500,10000
St. Bees|COUN000697|s95,,,,1,13500,10000
Stafford: Kings Pool|COUN000752|S1,1,,,,17355,15259
Standlake Common|COUN000313|S1,,,,1,122000,29000
Stanton Harcourt|COUN000314|S1,,,,1,243000,191000
"Stanwick, Northants.|COUN001136|ST20",1,,,,12154,11821
"Stanwick, Northants.|COUN001136|ST37",1,,,,5990,5752
"Stanwick, Northants.|COUN001136|ST64",1,,,,11754,11346
"Stanwick, Northants.|COUN001136|ST87",1,,,,11600,11096
"Stanwick, Northants.|COUN001136|ST93",1,,,,31706,30779
"Stanwick, Northants.|COUN001136|ST99",1,,,,12637,11628
"Star Carr, Westwoodside|COUN000316|S1",,,,1,13500,10000
Star Carr|COUN000961|BugsPresence,,,,1,11500,5000
Starunia|COUN000433|S1,1,,,,28923,26057
Stavsåkra|COUN000732|BugsPresence,,,,1,10000,0
Stavsåkra|COUN000732|S10,,,,1,10000,0
Stavsåkra|COUN000732|S13,,,,1,10000,0
Stavsåkra|COUN000732|S15,,,,1,10000,0
Stavsåkra|COUN000732|S17,,,,1,10000,0
Stavsåkra|COUN000732|S19,,,,1,10000,0
Stavsåkra|COUN000732|S21,,,,1,10000,0
Stavsåkra|COUN000732|S23,,,,1,10000,0
Stavsåkra|COUN000732|S25,,,,1,10000,0
Stavsåkra|COUN000732|S27,,,,1,10000,0
Stavsåkra|COUN000732|S29,,,,1,10000,0
Stavsåkra|COUN000732|S30,,,,1,10000,0
Stavsåkra|COUN000732|S31,,,,1,10000,0
Stavsåkra|COUN000732|S34,,,,1,10000,0
Stavsåkra|COUN000732|S35,,,,1,10000,0
Stavsåkra|COUN000732|S36,,,,1,10000,0
Stavsåkra|COUN000732|S37,,,,1,10000,0
Stavsåkra|COUN000732|S38,,,,1,10000,0
Stavsåkra|COUN000732|S40,,,,1,10000,0
Stavsåkra|COUN000732|S43,,,,1,10000,0
Stavsåkra|COUN000732|S45,,,,1,10000,0
Stavsåkra|COUN000732|S47,,,,1,10000,0
Stavsåkra|COUN000732|S5,,,,1,10000,0
Stavsåkra|COUN000732|S9,,,,1,10000,0
Stavsåkra|COUN000953|F1,,,,,,
Stavsåkra|COUN000953|F10,,,,,,
Stavsåkra|COUN000953|F11,,,,,,
Stavsåkra|COUN000953|F12,,,,,,
Stavsåkra|COUN000953|F13,,,,,,
Stavsåkra|COUN000953|F14,,,,,,
Stavsåkra|COUN000953|F15,,,,,,
Stavsåkra|COUN000953|F16,,,,,,
Stavsåkra|COUN000953|F17,,,,,,
Stavsåkra|COUN000953|F18,,,,,,
Stavsåkra|COUN000953|F19,,,,,,
Stavsåkra|COUN000953|F2,,,,,,
Stavsåkra|COUN000953|F20,,,,,,
Stavsåkra|COUN000953|F21,,,,,,
Stavsåkra|COUN000953|F22,,,,,,
Stavsåkra|COUN000953|F23,,,,,,
Stavsåkra|COUN000953|F25,,,,,,
Stavsåkra|COUN000953|F27,,,,,,
Stavsåkra|COUN000953|F28,,,,,,
Stavsåkra|COUN000953|F29,,,,,,
Stavsåkra|COUN000953|F3,,,,,,
Stavsåkra|COUN000953|F30,,,,,,
Stavsåkra|COUN000953|F31,,,,,,
Stavsåkra|COUN000953|F32,,,,,,
Stavsåkra|COUN000953|F33,,,,,,
Stavsåkra|COUN000953|F34,,,,,,
Stavsåkra|COUN000953|F35,,,,,,
Stavsåkra|COUN000953|F36,,,,,,
Stavsåkra|COUN000953|F37,,,,,,
Stavsåkra|COUN000953|F38,,,,,,
Stavsåkra|COUN000953|F39,,,,,,
Stavsåkra|COUN000953|F4,,,,,,
Stavsåkra|COUN000953|F40,,,,,,
Stavsåkra|COUN000953|F41,,,,,,
Stavsåkra|COUN000953|F42,,,,,,
Stavsåkra|COUN000953|F43,,,,,,
Stavsåkra|COUN000953|F44,,,,,,
Stavsåkra|COUN000953|F45,,,,,,
Stavsåkra|COUN000953|F46,,,,,,
Stavsåkra|COUN000953|F47,,,,,,
Stavsåkra|COUN000953|F5,,,,,,
Stavsåkra|COUN000953|F6,,,,,,
Stavsåkra|COUN000953|F7,,,,,,
Stavsåkra|COUN000953|F8,,,,,,
Stavsåkra|COUN000953|F9,,,,,,
Staythorpe|COUN000652|P,,,,1,10000,0
Staythorpe|COUN000652|T7/220,,,,1,10000,0
Staythorpe|COUN000652|T7/230,,,,1,10000,0
Staythorpe|COUN000652|T7/240,,,,1,10000,0
Staythorpe|COUN000652|T8/Base,,,,1,10000,0
Stenstrup Teglværk|COUN001290|Lateglacial_layer,,,,1,13500,10000
Stevningen Mose|COUN001291|S1,,,,1,10000,0
Stevningen Mose|COUN001291|S2,,,,1,10000,0
Stoke Goldington|COUN000502|S1,,1,,,172900,109000
Stoke Goldington|COUN000502|S10,,1,,,172900,109000
Stoke Goldington|COUN000502|S11,,1,,,172900,109000
Stoke Goldington|COUN000502|S12,,1,,,172900,109000
Stoke Goldington|COUN000502|S13,,1,,,172900,109000
Stoke Goldington|COUN000502|S14,,1,,,172900,109000
Stoke Goldington|COUN000502|S15,,1,,,172900,109000
Stoke Goldington|COUN000502|S2,,1,,,172900,109000
Stoke Goldington|COUN000502|S3,,1,,,172900,109000
Stoke Goldington|COUN000502|S4,,1,,,172900,109000
Stoke Goldington|COUN000502|S5,,1,,,172900,109000
Stoke Goldington|COUN000502|S6,,1,,,172900,109000
Stoke Goldington|COUN000502|S7,,1,,,172900,109000
Stoke Goldington|COUN000502|S8,,1,,,172900,109000
Stoke Goldington|COUN000502|S9,,1,,,172900,109000
Stora Tuna Skärsjö|COUN001003|BugsPresence,,,,1,7000,5000
Stóramörk|COUN000824|S1+2,,,,1,5000,0
Stóramörk|COUN000824|S11+12,,,,1,5000,0
Stóramörk|COUN000824|S13,,,1,,1079,1079
Stóramörk|COUN000824|S14,,,1,,1030,1030
Stóramörk|COUN000824|S15+16,,,,1,5000,0
Stóramörk|COUN000824|S17+18,,,,1,5000,0
Stóramörk|COUN000824|S19+20,,,,1,5000,0
Stóramörk|COUN000824|S21+22,,,,1,5000,0
Stóramörk|COUN000824|S23+24,,,,1,5000,0
Stóramörk|COUN000824|S25+26,,,,1,5000,0
Stóramörk|COUN000824|S27+28,,,,1,5000,0
Stóramörk|COUN000824|S29+30,,,,1,5000,0
Stóramörk|COUN000824|S3+4,,,,1,5000,0
Stóramörk|COUN000824|S31+32,,,1,,450,450
Stóramörk|COUN000824|S5+6,,,1,,1450,1450
Stóramörk|COUN000824|S7+8,,,,1,5000,0
Stóramörk|COUN000824|S9+10,,,,1,5000,0
Storasjö|COUN001621|FU1_49,,,,1,10000,0
Storasjö|COUN001621|FU1_51,,,,1,10000,0
Storasjö|COUN001621|FU1_52,,,,1,10000,0
Storasjö|COUN001621|FU1_54,,,,1,10000,0
Storasjö|COUN001621|FU1_55,,,,1,10000,0
Storasjö|COUN001621|FU1_56,,,,1,10000,0
Storasjö|COUN001621|FU1_58,,,,1,10000,0
Storasjö|COUN001621|FU1_59,,,,1,10000,0
Storasjö|COUN001621|FU1_61,,,,1,10000,0
Storasjö|COUN001621|FU1_63,,,,1,10000,0
Storasjö|COUN001621|FU1_65,,,,1,10000,0
Storasjö|COUN001621|FU1_67,,,,1,10000,0
Storasjö|COUN001621|FU2_18,,,,1,10000,0
Storasjö|COUN001621|FU2_20,,,,1,10000,0
Storasjö|COUN001621|FU2_22,,,,1,10000,0
Storasjö|COUN001621|FU2_24,,,,1,10000,0
Storasjö|COUN001621|FU2_26,,,,1,10000,0
Storasjö|COUN001621|FU2_28,,,,1,10000,0
Storasjö|COUN001621|FU2_30,,,,1,10000,0
Storasjö|COUN001621|FU2_32,,,,1,10000,0
Storasjö|COUN001621|FU2_34,,,,1,10000,0
Storasjö|COUN001621|FU2_36,,,,1,10000,0
Storasjö|COUN001621|FU2_38,,,,1,10000,0
Storasjö|COUN001621|FU2_40,,,,1,10000,0
Storasjö|COUN001621|FU2_42,,,,1,10000,0
Storasjö|COUN001621|FU2_44,,,,1,10000,0
Storasjö|COUN001621|FU2_45,,,,1,10000,0
Storasjö|COUN001621|FU2_47,,,,1,10000,0
Storasjö|COUN001621|FU3_10,,,,1,10000,0
Storasjö|COUN001621|FU3_12,,,,1,10000,0
Storasjö|COUN001621|FU3_13,,,,1,10000,0
Storasjö|COUN001621|FU3_15,,,,1,10000,0
Storasjö|COUN001621|FU3_16,,,,1,10000,0
Storasjö|COUN001621|FU3_5,,,,1,10000,0
Storasjö|COUN001621|FU3_7,,,,1,10000,0
Storasjö|COUN001621|FU3_8,,,,1,10000,0
Storasjö|COUN001621|FU4_1,,,,1,10000,0
Storasjö|COUN001621|FU4_3,,,,1,10000,0
Store Saltso|COUN001122|BugsPresence,1,,,,7167,6018
Stourport|COUN000321|Bulk,1,,,,1855,1554
Stourport|COUN000321|Other,,,,1,1907,1540
Stowmarket|COUN001597|BugsPresence,,,,1,10000,0
Stowmarket|COUN001597|S1,1,,,,9244,9020
Stowmarket|COUN001597|S2,1,,,,7328,7046
Stowmarket|COUN001597|S3,1,,,,5540,5010
Stowmarket|COUN001597|S4,1,,,,4706,4421
Stowmarket|COUN001597|S5,1,,,,3962,3733
Stowmarket|COUN001597|S6,1,,,,3416,3076
Stowmarket|COUN001597|S7,1,,,,3235,2972
Stowmarket|COUN001597|S8,1,,,,3136,2778
Stowmarket|COUN001597|S9,1,,,,1277,1100
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D0,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D10,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D100,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D110,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D120,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D20,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D30,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D310,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D40,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D50,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D60,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D70,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D80,,,,1,337000,"3,00E+05"
Stretton-on-Dunsmore: Frog Hall Pit|COUN000131|D90,,,,1,337000,"3,00E+05"
Sugworth|COUN000426|S0,,,,,,
Sugworth|COUN000426|S1,,,,,,
Sugworth|COUN000426|S10,,,,,,
Sugworth|COUN000426|S11,,,,,,
Sugworth|COUN000426|S12,,,,,,
Sugworth|COUN000426|S13,,,,,,
Sugworth|COUN000426|S14,,,,,,
Sugworth|COUN000426|S15,,,,,,
Sugworth|COUN000426|S16,,,,,,
Sugworth|COUN000426|S17,,,,,,
Sugworth|COUN000426|S18,,,,,,
Sugworth|COUN000426|S19,,,,,,
Sugworth|COUN000426|S2,,,,,,
Sugworth|COUN000426|S20,,,,,,
Sugworth|COUN000426|S21,,,,,,
Sugworth|COUN000426|S22,,,,,,
Sugworth|COUN000426|S23,,,,,,
Sugworth|COUN000426|S24,,,,,,
Sugworth|COUN000426|S25,,,,,,
Sugworth|COUN000426|S26,,,,,,
Sugworth|COUN000426|S27,,,,,,
Sugworth|COUN000426|S28,,,,,,
Sugworth|COUN000426|S29,,,,,,
Sugworth|COUN000426|S3,,,,,,
