identifier,Chosen_C14,Chosen_OtherRadio,Chosen_Calendar,Chosen_Period,AgeFrom,AgeTo
Hertogenbosch|COUN001580|F77,,,1,,675,650
Holár|COUN001632|S13,,,,1,400,0
Holár|COUN001632|S14,,,,1,400,0
Holár|COUN001632|S15,,,,1,400,0
Holár|COUN001632|S16,,,,1,400,0
Holár|COUN001632|S17,,,,1,400,0
Holár|COUN001632|S18,,,,1,400,0
Holár|COUN001632|S19,,,,1,400,0
Holár|COUN001632|S2,,,,1,400,0
Holár|COUN001632|S20,,,,1,400,0
Holár|COUN001632|S3,,,,1,400,0
Holár|COUN001632|S4,,,,1,400,0
Holár|COUN001632|S5,,,,1,400,0
Holár|COUN001632|S6,,,,1,400,0
Holár|COUN001632|S7,,,,1,400,0
Holár|COUN001632|S8,,,,1,400,0
Holár|COUN001632|S9,,,,1,400,0
Holme-next-the-Sea: Seahenge|COUN001149|C068a,,,1,,3999,3999
Holme-next-the-Sea: Seahenge|COUN001149|C068b,,,1,,3999,3999
Holme-next-the-Sea: Seahenge|COUN001149|C088a,,,1,,3999,3999
Holme-next-the-Sea: Seahenge|COUN001149|C088b,,,1,,3999,3999
Holme-next-the-Sea: Seahenge|COUN001149|C090a,,,1,,3999,3999
Holme-next-the-Sea: Seahenge|COUN001149|C090b,,,1,,3999,3999
Holme-next-the-Sea: Seahenge|COUN001149|C107,,,1,,3999,3999
Holme-upon-Spalding-Moor: Skiff Lane|COUN001232|C5016,,,,1,1907,1540
Holt|COUN000159|G10/1,,,,1,1082,400
Holt|COUN000159|G10/2,,,,1,1082,400
Holt|COUN000159|G10/3,,,,1,1082,400
Holt|COUN000159|G10/4,,,,1,1082,400
Holt|COUN000159|G2/1,,,,1,1082,400
Holt|COUN000159|G2/2,,,,1,1082,400
Holt|COUN000159|H03/15,,,,1,1082,400
Holt|COUN000159|Ho1/1,,,,1,1082,400
Holt|COUN000159|Ho1/10,,,,1,1082,400
Holt|COUN000159|Ho1/11,,,,1,1082,400
Holt|COUN000159|Ho1/12,,,,1,1082,400
Holt|COUN000159|Ho1/13,,,,1,1082,400
Holt|COUN000159|Ho1/14,,,,1,1082,400
Holt|COUN000159|Ho1/15,,,,1,1082,400
Holt|COUN000159|Ho1/16,,,,1,1082,400
Holt|COUN000159|Ho1/17,,,,1,1082,400
Holt|COUN000159|Ho1/18,,,,1,1082,400
Holt|COUN000159|Ho1/19,,,,1,1082,400
Holt|COUN000159|Ho1/2,,,,1,1082,400
Holt|COUN000159|Ho1/20,,,,1,1082,400
Holt|COUN000159|Ho1/21,,,,1,1082,400
Holt|COUN000159|Ho1/22,,,,1,1082,400
Holt|COUN000159|Ho1/23,,,,1,1082,400
Holt|COUN000159|Ho1/24,,,,1,1082,400
Holt|COUN000159|Ho1/25,,,,1,1082,400
Holt|COUN000159|Ho1/26,,,,1,1082,400
Holt|COUN000159|Ho1/27,,,,1,1082,400
Holt|COUN000159|Ho1/28,,,,1,1082,400
Holt|COUN000159|Ho1/29,,,,1,1082,400
Holt|COUN000159|Ho1/3,,,,1,1082,400
Holt|COUN000159|Ho1/4,,,,1,1082,400
Holt|COUN000159|Ho1/5,,,,1,1082,400
Holt|COUN000159|Ho1/6,,,,1,1082,400
Holt|COUN000159|Ho1/7,,,,1,1082,400
Holt|COUN000159|Ho1/8,,,,1,1082,400
Holt|COUN000159|Ho1/9,,,,1,1082,400
Holt|COUN000159|Ho3/16,,,,1,1082,400
Holt|COUN000159|Ho3/17,,,,1,1082,400
Holt|COUN000159|Ho3/18,,,,1,1082,400
Holt|COUN000159|Ho3/19,,,,1,1082,400
Holt|COUN000159|Ho3/20,,,,1,1082,400
Holt|COUN000159|Ho3/21,,,,1,1082,400
Holt|COUN000159|Ho3/22,,,,1,1082,400
Holt|COUN000159|Ho3/23,,,,1,1082,400
Holt|COUN000159|Ho3/24,,,,1,1082,400
Holt|COUN000159|Ho3/25,,,,1,1082,400
Holt|COUN000159|Ho3/26,,,,1,1082,400
Holt|COUN000159|Ho3/7,,,,1,1082,400
Holt|COUN000159|Ho3/8,,,,1,1082,400
Holt|COUN000159|Ho3/B14-18,,,,1,1082,400
Holt|COUN000159|Ho4/22,,,,1,1082,400
Holt|COUN000159|Ho4/25,,,,1,1082,400
Holt|COUN000159|Ho4/26,,,,1,1082,400
Holt|COUN000159|Ho5/1,,,,1,1082,400
Holt|COUN000159|Ho5/10,,,,1,1082,400
Holt|COUN000159|Ho5/11,,,,1,1082,400
Holt|COUN000159|Ho5/12,,,,1,1082,400
Holt|COUN000159|Ho5/18,,,,1,1082,400
Holt|COUN000159|Ho5/2,,,,1,1082,400
Holt|COUN000159|Ho5/26,,,,1,1082,400
Holt|COUN000159|Ho5/4,,,,1,1082,400
Holt|COUN000159|Ho5/5,,,,1,1082,400
Holt|COUN000159|Ho5/6,,,,1,1082,400
Holt|COUN000159|Ho5/7,,,,1,1082,400
Holt|COUN000159|Ho5/9,,,,1,1082,400
Holt|COUN000159|Ho7/2,,,,1,1082,400
Holt|COUN000159|Ho7/9,,,,1,1082,400
Horbat Rosh Zayit|COUN001098|BugsPresence,,,1,,2949,2749
Hotham|COUN001464|S816,,,,1,2599,1900
Hotham|COUN001464|S818,,,,1,2599,1900
Hotham|COUN001464|S819,,,,1,2599,1900
Huancho|COUN000579|S1,,,1,,710,710
Hull: Blanket Row|COUN000899|BugsPresence,,,1,,475,351
Hull: Blanket Row|COUN001074|C2100,,,,,,
Hull: Blanket Row|COUN001074|C2280,,,1,,550,451
Hull: Blanket Row|COUN001074|C2287,,,1,,550,500
Hull: Blanket Row|COUN001074|C2336,,,1,,550,451
Hull: Blanket Row|COUN001074|C2415,,,1,,550,451
Hull: Blanket Row|COUN001074|C2539,,,1,,650,600
Hull: Blanket Row|COUN001074|C288,,,1,,650,600
Hull: Blanket Row|COUN001074|C298,,,1,,550,451
Hull: Blanket Row|COUN001074|C413,,,1,,650,600
Hull: Chapel Lane Staith|COUN000162|S1,,,1,,800,400
Hull: Foredyke Kingswood|COUN000783|BugsPresence,,,1,,950,650
Hull: High Street|COUN000666|BugsPresence,,,,1,1550,400
Hull: High Street|COUN000954|BugsPresence,,,,1,1550,400
Hull: High Street|COUN001224|C200,,,1,,400,250
Hull: High Street|COUN001224|C231,,,1,,400,250
Hull: High Street|COUN001224|C237,,,,1,1550,400
Hull: High Street|COUN001224|C269,,,,1,1550,400
Hull: High Street|COUN001224|C278,,,,1,1550,400
Hull: Liberty Lane|COUN000893|BugsPresence,,,,1,1550,400
Hull: Magistrates Court|COUN000784|BugsPresence,,,,1,1550,400
Hull: Magistrates Court|COUN001111|1007_(382),,,,,,
Hull: Magistrates Court|COUN001111|1015_(412),,,,,,
Hull: Magistrates Court|COUN001111|1015_(419),,,,,,
Hull: Magistrates Court|COUN001111|1062_(425),,,,,,
Hull: Magistrates Court|COUN001111|1116_(446),,,,,,
Hull: Magistrates Court|COUN001111|1277_(481),,,,,,
Hull: Magistrates Court|COUN001111|1368_(506),,,,,,
Hull: Magistrates Court|COUN001111|1457_(527),,,,,,
Hull: Magistrates Court|COUN001111|1457_(528),,,,,,
Hull: Magistrates Court|COUN001111|1620_(613),,,,,,
Hull: Magistrates Court|COUN001111|1620_(614),,,,,,
Hull: Magistrates Court|COUN001111|1620_(618),,,,,,
Hull: Magistrates Court|COUN001111|1626_(657),,,,,,
Hull: Magistrates Court|COUN001111|1626_(658),,,,,,
Hull: Magistrates Court|COUN001111|1626_(677),,,,,,
Hull: Magistrates Court|COUN001111|1626_(679),,,,,,
Hull: Magistrates Court|COUN001111|1626_(682),,,,,,
Hull: Magistrates Court|COUN001111|1820_(609),,,,,,
Hull: Magistrates Court|COUN001111|1820_(611),,,,,,
Hull: Magistrates Court|COUN001111|1820_(612),,,,,,
Hull: Magistrates Court|COUN001111|2016_(629),,,,,,
Hull: Magistrates Court|COUN001111|2030_(630),,,,,,
Hull: Magistrates Court|COUN001111|2118_(671),,,,,,
Hull: Magistrates Court|COUN001111|2175_(662),,,,,,
Hull: Magistrates Court|COUN001111|2175_(676),,,,,,
Hull: Magistrates Court|COUN001111|2175_(679),,,,,,
Hull: Magistrates Court|COUN001111|2175_(682),,,,,,
Hull: Magistrates Court|COUN001111|2175_(683),,,,,,
Hull: Magistrates Court|COUN001111|2181_(661),,,,,,
Hull: Magistrates Court|COUN001111|2184_(660),,,,,,
Hull: Magistrates Court|COUN001111|2221_(670),,,,,,
Hull: Magistrates Court|COUN001111|2385_(707),,,,,,
Hull: Magistrates Court|COUN001111|289_(119),,,,,,
Hull: Magistrates Court|COUN001111|614_(291),,,,,,
Hull: Magistrates Court|COUN001111|630_(511),,,,,,
Hull: Magistrates Court|COUN001111|630_(513),,,,,,
Hull: Magistrates Court|COUN001111|696_(281),,,,,,
Hull: Magistrates Court|COUN001111|697_(251),,,,,,
Hull: Magistrates Court|COUN001111|864_(289),,,,,,
Hull: Magistrates Court|COUN001111|873_(310),,,,,,
Hull: Magistrates Court|COUN001111|873_(317),,,,,,
Hull: Magistrates Court|COUN001111|945_(358),,,,,,
Hull: Magistrates Court|COUN001111|973_(355),,,,,,
Hull: Mytongate|COUN000624|AshL804,,,,1,1550,400
Hull: Mytongate|COUN000624|P,,,,1,1550,400
Hull: Mytongate|COUN000624|Pit200,,,,1,1550,400
Hull: Mytongate|COUN000624|Pit429,,,,1,1550,400
Hull: Mytongate|COUN000624|Pit665,,,,1,1550,400
Hull: Sammys Point|COUN001209|BugsPresence,,,,1,400,0
Hull: Tower Street|COUN000904|BugsPresence,,,1,,450,200
Igîlîz|COUN001531|BugsPresence,,,,1,1318,32
Ingoy|COUN001501|S1,,,,,,
Ingoy|COUN001501|S2,,,,,,
Ingoy|COUN001501|S3,,,,,,
Ingoy|COUN001501|S4,,,,,,
Inveresk Gate|COUN001342|C86/1,,,1,,1812,1793
Inveresk Gate|COUN001342|C86/2,,,1,,1812,1793
Inveresk Gate|COUN001342|C86/3,,,1,,1812,1793
Inveresk Gate|COUN001342|C86/4,,,1,,1812,1793
Inveresk Gate|COUN001342|C86/5,,,1,,1812,1793
Inveresk Gate|COUN001342|C86/6,,,1,,1812,1793
Inveresk Gate|COUN001342|C86/7,,,1,,1812,1793
Inveresk Gate|COUN001342|C89,,,1,,1812,1793
Inverness|COUN001042|BugsPresence,,,,1,1550,400
Ipswich: Albion Wharf|COUN001598|BugsPresence,1,,,,504,313
Ipswich: Boss Hall|COUN001401|BugsPresence,,,,1,1540,884
Ipswich: Butter Market|COUN001402|BugsPresence,,,,1,1540,884
Ishinomoto|COUN001177|BugsPresence,,,1,,3450,3450
Izumi|COUN001189|BugsPresence,,,1,,4300,4300
Jamestown|COUN001512|JA2158AA,,,1,,343,251
Jamestown|COUN001512|JA2158AB,,,1,,343,251
Jamestown|COUN001512|JA2158Z,,,1,,343,251
Kahun (el-Lahun)|COUN000668|C299,,,,1,5449,4449
Kahun (el-Lahun)|COUN000668|K_XII,,,,1,5449,4449
Kakiuchi|COUN001188|BugsPresence,,,1,,4500,4000
Kaminabe|COUN001181|BugsPresence,,,1,,3450,3450
Karanis|COUN001674|BugsPresence,,,,1,2449,1550
Kaupang|COUN000772|BugsPresence,,,1,,1150,1000
Keldudalur|COUN001634|S747,,,,1,1082,400
Keldudalur|COUN001634|S752,,,,1,1082,400
Khirbet Qumran|COUN001679|BugsPresence,,,1,,1881,1881
Kildimo|COUN001502|Burial_1,,,,1,1550,400
Kildimo|COUN001502|Burial_2,,,,1,1550,400
Kings Lynn: Railway Station|COUN001214|C57,,,1,,450,351
Kings Lynn: Railway Station|COUN001214|C73,,,1,,450,400
Kingston-upon-Thames|COUN000986|S1,,,1,,675,625
Kirkham|COUN000957|C216,,,,1,1907,1540
Kirkham|COUN000957|C216a,,,,1,1907,1540
Kirkham|COUN000957|C216b,,,,1,1907,1540
Kirkham|COUN000957|C216c,,,,1,1907,1540
Kirkham|COUN000957|C330,,,,1,1907,1540
Kirkham|COUN000957|C338,,,,1,1907,1540
Kirkham|COUN000957|C425,,,,1,1907,1540
Kirkwall|COUN000174|S1,,,,1,1550,400
Kiyosu|COUN001176|BugsPresence,,,1,,390,390
Klein-Ravels|COUN001430|S1,,,,1,2599,1900
Klein-Ravels|COUN001430|S2,,,,1,2599,1900
Knap of Howar|COUN000880|BugsPresence,,,,1,6449,3649
Knossos|COUN000175|S1,,,,1,4449,2549
Kolhorn|COUN000178|charred,,,,1,6449,3649
Kolhorn|COUN000178|wet,,,,1,6449,3649
Kommos|COUN000182|q3,,,,1,4449,2549
Kommos|COUN000182|S1,,,,1,4449,2549
Kommos|COUN000182|w2,,,,1,4449,2549
Konstanz|COUN001518|BugsPresence,,,1,,650,551
Krefeld-Hüls|COUN001148|S1,,,1,,1850,1800
Kunugibaru|COUN001178|BugsPresence,,,1,,3200,3000
Kurokamimachi|COUN001186|BugsPresence,,,1,,3600,3400
La Forteleza|COUN001678|Silo,,,1,,740,690
Langanes1|COUN000569|Voll1_35,,,,1,1550,400
Langanes1|COUN000569|Voll2_40,,,,1,1550,400
Langanes1|COUN000569|Voll3_45,,,,1,1550,400
Langanes1|COUN000569|Vrt12,,,,1,1550,400
Langanes1|COUN000569|Vrt18,,,,1,1550,400
Langanes1|COUN000569|Vrt20,,,,1,1550,400
Langanes1|COUN000569|Vrt21,,,,1,1550,400
Langanes1|COUN000569|Vrt22,,,,1,1550,400
Langanes1|COUN000569|Vrt24,,,,1,1550,400
Langanes1|COUN000569|Vrt27,,,,1,1550,400
Langanes1|COUN000569|Vrt28,,,,1,1550,400
Langanes1|COUN000569|Vrt31,,,,1,1550,400
Langanes1|COUN000569|Vrt9_1,,,,1,1550,400
Langanes1|COUN000569|Vrt9_11,,,,1,1550,400
Langanes1|COUN000569|Vrt9_2,,,,1,1550,400
Langanes1|COUN000569|Vrt9_3,,,,1,1550,400
Langanes1|COUN000569|Vrt9_4,,,,1,1550,400
Langanes1|COUN000569|Vrt9_5,,,,1,1550,400
Lattes: St Sauveur|COUN001527|S129024,,,1,,1900,1850
Lattes: St Sauveur|COUN001527|S9167,,,1,,1850,1825
Lattes: St Sauveur|COUN001527|S9168,,,1,,1925,1900
Latton Lands|COUN000981|C3919,,,,1,2599,1900
Le Bourget-du-lac|COUN001104|BugsPresence,,,,1,4449,2549
Leicester: Austin Friars|COUN000035|S1,,,1,,700,410
Leicester: Causeway Lane|COUN000914|BugsPresence,,,,,,
Leicester: Causeway Lane|COUN000914|pre-1100,,,,1,1550,400
Leicester: Causeway Lane|COUN000914|pre-1400,,,,1,1550,400
Leicester: Causeway Lane|COUN000914|pre-300,,,,1,1907,1540
Leicester: Causeway Lane|COUN001655|C221,,,,,,
Leicester: Causeway Lane|COUN001655|C230,,,,,,
Leicester: Causeway Lane|COUN001655|C240,,,,,,
Leicester: Causeway Lane|COUN001655|C245,,,,,,
Leicester: Causeway Lane|COUN001655|C318,,,,,,
Leicester: Causeway Lane|COUN001655|C325,,,,,,
Leicester: Causeway Lane|COUN001655|C343,,,,,,
Leicester: Causeway Lane|COUN001655|C358,,,,,,
Leicester: Causeway Lane|COUN001655|C376,,,,,,
Leicester: Causeway Lane|COUN001655|C390,,,,,,
Leicester: Causeway Lane|COUN001655|C405,,,,,,
Leicester: Causeway Lane|COUN001655|C412,,,,,,
Leicester: Causeway Lane|COUN001655|C432,,,,,,
Leicester: Causeway Lane|COUN001655|C463,,,,,,
Leicester: Causeway Lane|COUN001655|C482,,,,,,
Leicester: Causeway Lane|COUN001655|C503,,,,,,
Leicester: Causeway Lane|COUN001655|C509,,,,,,
Leicester: Causeway Lane|COUN001655|C510,,,,,,
Leicester: Causeway Lane|COUN001655|C513,,,,,,
Leicester: Causeway Lane|COUN001655|C521,,,,,,
Leicester: Causeway Lane|COUN001655|C537,,,,,,
Leicester: Causeway Lane|COUN001655|C540,,,,,,
Leicester: Causeway Lane|COUN001655|C568,,,,,,
Leicester: Causeway Lane|COUN001655|C570,,,,,,
Leicester: Causeway Lane|COUN001655|C579,,,,,,
Leicester: Causeway Lane|COUN001655|C587,,,,,,
Leicester: Causeway Lane|COUN001655|C604,,,,,,
Leicester: Causeway Lane|COUN001655|C615,,,,,,
Leicester: Causeway Lane|COUN001655|C763,,,,,,
Leicester: Causeway Lane|COUN001655|C766,,,,,,
Leicester: Causeway Lane|COUN001655|C784,,,,,,
Leicester: Freeschool Lane|COUN001369|S1,,,1,,650,450
Leiden: Aalmarkt|COUN001581|S9001/1,,,1,,650,451
Leiden: Aalmarkt|COUN001581|S9001/2,,,1,,650,451
Leven - Brandesburton|COUN000910|Full_list,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S202,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S202_272,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S258_374,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S258_375,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S290_288,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S317_318,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S317_319,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S351_352,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S370_391,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S405_498,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S680_682,,,,1,1907,1540
Leven - Brandesburton|COUN000910|S716_725,,,,1,1907,1540
Limerick: Georges Quay|COUN001053|BugsPresence,,,1,,450,351
Lincoln: Brayford Pool|COUN000190|S1,,,,1,1907,1540
Lincoln: Brayford Pool|COUN000905|S757,,,1,,1725,1675
Lincoln: Brayford Pool|COUN000905|S758,,,1,,1725,1675
Lincoln: Brayford Pool|COUN000905|S759,,,1,,1725,1675
Lincoln: Brayford Pool|COUN000905|S761,,,1,,1725,1675
Lincoln: Brayford Pool|COUN000906|S30,,,1,,850,651
Lincoln: Brayford Pool|COUN000907|S219,,,1,,775,751
Lincoln: Brayford Pool|COUN000907|S298,,,1,,1700,1625
Lincoln: Brayford Pool|COUN000907|S303,,,1,,1050,951
Lincoln: Brayford Pool|COUN000907|S308,,,1,,775,700
Lincoln: Brayford Pool|COUN000907|S309,,,1,,1050,951
Lincoln: Brayford Pool|COUN000907|S320,,,1,,800,700
Lincoln: Brayford Pool|COUN000907|S391,,,1,,975,951
Lincoln: Brayford Pool|COUN000907|S414,,,1,,1600,1550
Lincoln: Brayford Pool|COUN000907|S423,,,1,,1000,951
Lincoln: Brayford Pool|COUN000907|S424,,,1,,1600,1550
Lincoln: Brayford Pool|COUN000907|S425,,,1,,1600,1550
Lincoln: Brayford Pool|COUN000907|S426,,,1,,1600,1550
Lincoln: Brayford Pool|COUN000907|S441,,,1,,1600,1550
Lincoln: Brayford Pool|COUN000907|S472,,,1,,1600,1550
Lincoln: Brayford Pool|COUN000908|S526,,,,,,
Lincoln: Brayford Pool|COUN000908|S533,,,,,,
Lincoln: Brayford Pool|COUN000908|S535,,,,,,
Lincoln: Brayford Pool|COUN000908|S543,,,,,,
Lincoln: Brayford Pool|COUN000908|S568,,,,,,
Lincoln: Brayford Pool|COUN000908|S570,,,,,,
Lincoln: Brayford Pool|COUN000908|S571,,,,,,
Lincoln: Brayford Pool|COUN000908|S572,,,,,,
Lincoln: High St Brays Garage|COUN001370|Cess_pits,,,1,,950,750
Lindow 1|COUN000192|A,,,,1,2599,1900
Lindow 1|COUN000192|B,,,,1,2599,1900
Lindow 1|COUN000192|C,,,,1,2599,1900
Lindow 1|COUN000192|D,,,,1,2599,1900
Lindow 1|COUN000192|E,,,,1,2599,1900
Lindow 1|COUN000192|F,,,,1,2599,1900
Lindow 1|COUN000192|G,,,,1,2599,1900
Lindow 1|COUN000192|H,,,,1,2599,1900
Lindow 1|COUN000192|I,,,,1,2599,1900
Lindow 1|COUN000192|J,,,,1,2599,1900
Lindow 2 & 3|COUN000194|A,,,,1,2599,1900
Lindow 2 & 3|COUN000194|B,,,,1,2599,1900
Lindow 2 & 3|COUN000194|C,,,,1,2599,1900
Lindow 2 & 3|COUN000194|D,,,,1,2599,1900
Lindow 2 & 3|COUN000194|E,,,,1,2599,1900
Lindow 2 & 3|COUN000194|F,,,,1,2599,1900
Lindow 2 & 3|COUN000194|G,,,,1,2599,1900
Lindow 2 & 3|COUN000194|H,,,,1,2599,1900
Lindow 2 & 3|COUN000194|I,,,,1,2599,1900
Lockarp 7B|COUN000756|S0-10,,,,,,
Lockarp 7B|COUN000756|S10-20,,,,,,
Lockarp 7B|COUN000756|S20-30,,,,,,
Lockarp 7B|COUN000756|S30-40,,,,,,
Lockarp 7B|COUN000756|S40-50,,,,,,
Lockarp 7B|COUN000757|S0-10,,,,,,
Lockarp 7B|COUN000757|S10-20,,,,,,
London: Anne Mowbray|COUN000714|S1,,,1,,468,468
London: Atlas Wharf Isle of Dogs|COUN001339|BugsPresence,,,,1,6449,3649
London: Bedford Street|COUN000982|BugsPresence,,,,1,1540,884
London: Broadgate|COUN001216|C850,,,1,,450,251
London: Broadgate|COUN001216|C851,,,1,,450,251
London: Bull Wharf (Thames Court)|COUN001328|Cess_pit,,,1,,890,650
London: Bull Wharf (Thames Court)|COUN001328|Saxo-Norm,,,,1,1550,400
London: Copthall Ave (Upper Walbrook)|COUN000631|Channel,,,1,,1905,1851
London: Copthall Ave (Upper Walbrook)|COUN000631|Drain 184,,,1,,1750,1651
London: Copthall Ave (Upper Walbrook)|COUN000631|Floor 214,,,1,,1850,1651
London: Copthall Ave (Upper Walbrook)|COUN000631|Natural,,,1,,2599,1905
London: Copthall Ave (Upper Walbrook)|COUN000631|Peat69,,,1,,950,751
London: Copthall Ave (Upper Walbrook)|COUN000631|Peat70,,,1,,950,751
London: Copthall Ave (Upper Walbrook)|COUN000631|Pit 110,,,1,,1600,1550
London: Copthall Ave (Upper Walbrook)|COUN000631|Pit 172,,,1,,1600,1550
London: Copthall Ave (Upper Walbrook)|COUN000631|Pit 367,,,1,,1850,1651
London: Copthall Ave (Upper Walbrook)|COUN000631|Road ditch,,,1,,1600,1550
London: Copthall Ave (Upper Walbrook)|COUN000631|Turve306,,,1,,1905,1851
London: Cutler's Gardens|COUN000199|S1,,,1,,275,230
London: Guildhall|COUN001327|2nd_C,,,,1,1907,1540
London: Guildhall|COUN001327|Saxo-Norm,,,,1,1550,400
London: Moorgate|COUN000791|BugsPresence,,,,,,
London: Poultry|COUN001326|1-2ndC,,,1,,1889,1540
London: Poultry|COUN001326|3rd_C,,,,1,1907,1540
London: Poultry|COUN001326|Cess_pit,,,1,,850,650
London: Poultry|COUN001326|pre-B,,,1,,1907,1889
London: Poultry|COUN001326|Saxo-Norm,,,,1,1550,400
London: Preachers Court (Charterhouse)|COUN001329|Cess_pit,,,,1,1550,400
London: Preachers Court (Charterhouse)|COUN001329|med,,,,1,1550,400
London: Queen Elizabeth Olympic Park|COUN001484|C1666,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001484|C1696,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001484|C1700,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001484|C1704,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001484|C1724,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001484|C1926,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001485|C502,,,,1,1540,884
London: Queen Elizabeth Olympic Park|COUN001485|C629,,,,1,1540,884
London: Queen Elizabeth Olympic Park|COUN001486|C58,,,,1,1700,1540
London: Queen Elizabeth Olympic Park|COUN001486|C61,,,,1,1700,1540
London: Queen Elizabeth Olympic Park|COUN001487|C200,1,,,,913,745
London: Queen Elizabeth Olympic Park|COUN001489|C2004,,,,1,2599,1900
London: Queen Elizabeth Olympic Park|COUN001489|C395,,,,1,1907,1540
London: Queen Elizabeth Olympic Park|COUN001494|C20,1,,,,4521,4296
London: Southwark (Winchester Palace)|COUN001331|Cess_pit,,,,1,1550,400
London: Southwark (Winchester Palace)|COUN001331|med,,,,1,1550,400
London: Southwark|COUN000200|F11,,,,1,1550,-50
London: Southwark|COUN000200|F13,,,,1,1550,-50
London: Southwark|COUN000200|F14,,,,1,400,0
London: Southwark|COUN000200|F16,,,,1,1550,-50
London: Southwark|COUN000200|F17,,,,1,400,0
London: Southwark|COUN000200|S199B156,,,,1,1907,1700
London: Southwark|COUN000200|S199B249,,,,1,1907,1700
London: Southwark|COUN000200|S199B265,,,,1,1907,1700
London: Southwark|COUN000200|S199B267,,,,1,1907,1700
London: Southwark|COUN000200|S199B269,,,,1,1907,1700
London: Southwark|COUN000200|S199B275,,,,1,1907,1700
London: Southwark|COUN000200|S199B29,,,,1,1907,1700
London: Southwark|COUN000200|S199B295,,,,1,1907,1700
London: Southwark|COUN000200|S199B297,,,,1,1907,1700
London: Southwark|COUN000200|S199B32,,,,1,1907,1700
London: Southwark|COUN000200|S199B39,,,,1,1907,1700
London: Southwark|COUN000200|S199B45,,,,1,1907,1700
London: Southwark|COUN000200|S199B73,,,,1,1907,1700
London: Southwark|COUN000200|S70B19/20,,,,1,1907,1700
London: Southwark|COUN000200|S70B34,,,,1,1907,1700
London: Southwark|COUN000200|S70B41,,,,1,1907,1700
London: Southwark|COUN000200|S70B46,,,,1,1907,1700
London: Southwark|COUN000200|S70B47,,,,1,1907,1700
London: St John Jerusalem Clerkenwell|COUN001330|med,,,,1,1550,400
London: St Mary Spital|COUN001332|med,,,,1,1550,400
London: Temple of Mithras|COUN000794|BugsPresence,,,,1,1907,1540
London: Trig Lane|COUN000931|BugsPresence,,,,1,1550,400
Lorch bei Enns (Lauriacum)|COUN001194|BugsPresence,,,1,,1750,1650
Lower Bolney|COUN000202|S1,,,,1,2599,1900
Lund Minster|COUN001672|Body,,,1,,271,271
Lund Minster|COUN001672|Cloth,,,1,,271,271
Lund Minster|COUN001672|Pillow,,,1,,271,271
Lund Minster|COUN001672|Plant_bed,,,1,,271,271
"Lundbacken, Tillinge|COUN000204|WIIb",,,1,,1949,1400
"Lundbacken, Tillinge|COUN000204|WIIIb",,,1,,1949,1400
"Lundbacken, Tillinge|COUN000204|WIIIc1",,,1,,1949,1400
"Lundbacken, Tillinge|COUN000204|WIIIc3",,,1,,1949,1400
"Lundbacken, Tillinge|COUN000204|WIIIc4",,,1,,1949,1400
"Lundbacken, Tillinge|COUN000204|WIIIc5",,,1,,1949,1400
Lutomiersk-Koziowki|COUN001467|S1,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S2,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S3,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S4,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S5,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S6,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S7,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S8,,,,1,400,0
Lutomiersk-Koziowki|COUN001467|S9,,,,1,400,0
"Lydd Quarry, Romney Marsh|COUN001225|BugsPresence",,,,1,400,0
Lynch Farm|COUN000838|S1,,,1,,1650,1590
Lynford Quarry|COUN001350|20003-I,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-ii,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-iii,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-iv,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-ix,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-v,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-vi,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-vii,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-viii,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-x,,0,,1,57000,29000
Lynford Quarry|COUN001350|20003-xi,,0,,1,57000,29000
